title,area,property_type,price_annual,bedrooms,bathrooms,toilets,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,has_water
4 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,40000000.0,4.0,2.0,5.0,0,0,0,1,0,0,0,1,0,1,1,0,0
1 bedroom mini flat (room and parlour) for rent,Ado Ajah,Apartment,1700000.0,1.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 bedroom terraced duplex for rent,General Paint Ajah,Duplex,7000000.0,5.0,4.0,5.0,0,0,1,0,0,1,0,0,1,0,0,0,0
5 bedroom semi-detached duplex for rent,Behind Blenco Super Market Ajah,Duplex,10000000.0,5.0,5.0,6.0,0,0,1,1,0,1,0,0,1,0,0,0,0
2 bedroom flat / apartment for rent,Chevron Alternative Routes Lekki,Apartment,5000000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0
Self contain (single rooms) for rent,Ado Ajah,Apartment,1100000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Chevron Lekki,Apartment,2800000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Sangotedo Ajah,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ogombo Ajah,Apartment,1900000.0,2.0,2.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Bera Estate Chevron Lekki,Apartment,6000000.0,2.0,2.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Lekki Conversion Lekki,Apartment,3600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 bedroom detached duplex for rent,Ikota Lekki,Duplex,50000000.0,5.0,5.0,5.0,1,1,1,1,0,0,1,0,1,0,1,0,0
2 bedroom flat / apartment for rent,Eputu Ibeju Lekki,Apartment,2300000.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Opposite Thera Annex Ajah,Apartment,1600000.0,1.0,1.0,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0
1 bedroom flat / apartment for rent,Lekki Phase 2 Lekki,Apartment,5000000.0,1.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Lakowe Ibeju Lekki,Apartment,18000000.0,3.0,3.0,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Twin Lakes Estate Lekki,Duplex,16000000.0,4.0,4.0,5.0,0,0,0,0,0,1,0,0,1,0,0,0,1
2 bedroom flat / apartment for rent,Anthony Ikeja,Apartment,12000000.0,2.0,2.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Orchid Ibeju Lekki,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Ikate Elegushi Lekki,Apartment,14000000.0,2.0,3.0,3.0,0,0,1,0,0,0,1,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Yaba,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikota Lekki,Duplex,11000000.0,4.0,4.0,5.0,0,0,0,0,0,1,0,1,1,0,0,0,0
Self contain (single rooms) for rent,Gra Ogudu,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Langbasa Ajah,Apartment,800000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Adeniyi Jones Ikeja,Duplex,16000000.0,4.0,5.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Jakande Lekki,Duplex,16000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,50000000.0,4.0,4.0,5.0,1,1,1,0,1,0,0,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Ajah,Duplex,7000000.0,4.0,5.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ogombo Ajah,Apartment,3200000.0,3.0,3.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,0
5 bedroom detached duplex for rent,Osapa Lekki,Duplex,50000000.0,5.0,5.0,6.0,1,0,1,1,0,1,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Campos Lagos Island,Apartment,1030000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ogombo Ajah,Apartment,1320000.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Ijesha Surulere,Apartment,4000000.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikota Lekki,Apartment,1600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikota Lekki,Apartment,2600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikota Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Orchid Lekki,Duplex,14000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Ikate Lekki,Apartment,20000000.0,4.0,4.0,5.0,1,0,0,1,0,0,0,1,1,0,0,0,0
4 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,59990000.0,4.0,3.0,4.0,1,1,0,1,0,0,0,1,0,0,0,0,0
4 bedroom house for rent,Ikate Elegushi Lekki,Apartment,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
6 bedroom detached duplex for rent,Maiyegun Beach Estate Lekki,Duplex,50000000.0,6.0,6.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Abijo Lekki,Apartment,5000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Thomas Estate Ajah,Apartment,4500000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,After Round About Orchid Road Lekki,Apartment,1000000.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,S - Forte Estate Addo Road Ajah,Apartment,1400000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Chevron Drive Paradise 3 Estate Lekki,Apartment,4000000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevron Drive Carlton Gate Estate Lekki,Apartment,2600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevron Drive Lekki,Apartment,3100000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0
4 bedroom semi-detached duplex for rent,Abraham Adesanya Road Ajah,Duplex,8500000.0,4.0,4.0,5.0,1,0,0,1,0,0,1,1,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Carlton Gate Estate Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ikota Lekki,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom semi-detached duplex for rent,Lekki Phase 1 Lekki,Duplex,9000000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Chevron Drive Carlton Gate Estate Lekki,Apartment,1000000.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,27000000.0,4.0,4.0,4.0,0,0,1,1,0,0,1,1,1,1,0,1,0
4 bedroom flat / apartment for rent,Lekki Scheme 2 Ajah,Apartment,10000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Off Awolowo Way Ikoyi,Apartment,5000000.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 bedroom flat / apartment for rent,Lekki Scheme 2 By Abraham Adesanya Ajah,Apartment,8000000.0,4.0,4.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 bedroom terraced duplex for rent,Ikota Lekki,Duplex,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Abraham Adesaya Ajah,Apartment,2500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Ikota Lekki,Duplex,55000000.0,5.0,5.0,6.0,1,1,1,1,0,0,1,0,1,0,1,0,0
5 bedroom detached duplex for rent,Ikota Villa Estate Lekki,Duplex,15000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Alapere Ketu,Apartment,1400000.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Badore Ajah,Apartment,900000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Badore Ajah,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ologolo Lekki,Apartment,11000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Oregun Ikeja,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Shomolu,Apartment,5200000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom detached duplex for rent,Sangotedo Ajah,Duplex,5000000.0,4.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,6500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,22800000.0,2.0,3.0,3.0,0,0,0,0,0,0,1,0,0,0,1,1,0
1 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,16800000.0,1.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,1,1,0
3 bedroom flat / apartment for rent,Osapa Lekki,Apartment,8000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,1004 Estate Victoria Island (Vi),Apartment,14000000.0,3.0,2.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0
5 bedroom detached duplex for rent,Chevy View Estate Lekki,Duplex,13000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Off Otunber Street Ojodu,Apartment,3500000.0,3.0,3.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0
2 bedroom flat / apartment for rent,Oregun Ikeja,Apartment,3000000.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,22500000.0,3.0,3.0,4.0,1,1,0,1,1,0,0,1,0,0,0,0,0
2 bedroom house for rent,Off Ogunlana Drive Surulere,Apartment,7000000.0,2.0,2.0,3.0,0,0,1,0,0,1,1,0,1,0,0,0,0
2 bedroom house for rent,Badore Ajah,Apartment,3000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Onike Yaba,Duplex,8000000.0,4.0,5.0,5.0,0,0,0,1,0,0,1,0,1,0,0,0,0
3 bedroom terraced duplex for rent,Ikate Lekki,Duplex,18000000.0,3.0,3.0,5.0,1,1,0,0,0,0,1,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Sangotedo Ajah,Duplex,12000000.0,4.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Off Chevron Drive Lekki,Apartment,4000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Orchid Road Lekki,Apartment,3600000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
4 bedroom semi-detached duplex for rent,Ikate Lekki,Duplex,13000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom house for rent,Thomas Estate Ajah,Apartment,10000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Olugbosi Street Victoria Island (Vi),Apartment,35000000.0,3.0,3.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0
Self contain (single rooms) for rent,Vgc Lekki,Apartment,800000.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Abraham Adesanya Ajah,Apartment,4500000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,30000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0
4 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,20000000.0,4.0,3.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0
3 bedroom house for rent,Banana Island Estate Ikoyi,Apartment,35000000.0,3.0,3.0,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Ologolo Lekki,Duplex,14000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom flat / apartment for rent,Banana Island Road Ikoyi,Apartment,40000000.0,4.0,4.0,5.0,1,0,1,0,1,1,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Victoria Island (Vi),Apartment,17000000.0,2.0,2.0,3.0,1,0,0,1,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Oke Ira Ado Road Ajah,Apartment,2500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Osapa Lekki,Duplex,13000000.0,4.0,4.0,5.0,1,1,0,0,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Oke-Ira Nla Ajah,Apartment,2500000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Abijo Lekki,Apartment,1300000.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ojodu Berger Ojodu,Apartment,1300000.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Banana Island Road Ikoyi,Duplex,40000000.0,4.0,4.0,5.0,0,0,0,1,0,0,1,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Ivy Homes Estate Lekki,Apartment,4300000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Phase 1 Lekki,Apartment,7000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom terraced duplex for rent,Lekki Phase 1 Lekki,Duplex,15000000.0,2.0,2.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,1
3 bedroom terraced duplex for rent,Bogije Ibeju Lekki,Duplex,3500000.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0
5 bedroom detached duplex for rent,Old Ikoyi Ikoyi,Duplex,70000000.0,5.0,5.0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ogba Ikeja,Apartment,3500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,38000000.0,2.0,2.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Buenavista Estate Orchid Road Lekki,Apartment,2700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Ikota Lekki,Duplex,6000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3 bedroom semi-detached duplex for rent,Parkview Ikoyi,Duplex,35000000.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Lekki Phase 1 Lekki,Duplex,45000000.0,4.0,4.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
2 bedroom house for rent,Lekki Phase 1 Lekki,Apartment,22000000.0,2.0,3.0,3.0,1,0,1,0,0,1,0,1,1,0,0,0,0
1 bedroom flat / apartment for rent,Ikate Lekki,Apartment,4200000.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,1,0,0,1,0
3 bedroom flat / apartment for rent,Ikate Lekki,Apartment,5400000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,1,0,0,1,0
7 bedroom semi-detached duplex for rent,Ikeja Gra Ikeja,Duplex,60000000.0,7.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 bedroom terraced duplex for rent,Ikeja Gra Ikeja,Duplex,190000000.0,8.0,8.0,10.0,1,1,0,0,0,0,0,0,0,0,1,0,0
3 bedroom house for rent,Ikoyi,Apartment,50000000.0,3.0,4.0,4.0,1,0,1,0,0,1,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Lekki Conservation Area Lekki,Apartment,4000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Off Orchid Road Lekki,Duplex,8000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Ikota Lekki,Duplex,18000000.0,5.0,5.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Lekki Phase 2 Lekki,Duplex,8500000.0,4.0,4.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom terraced duplex for rent,Awoyaya Ibeju Lekki,Duplex,3000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
Self contain (single rooms) for rent,Orchid Road Lekki,Apartment,2400000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
4 bedroom terraced duplex for rent,Vgc Lekki,Duplex,8500000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Osapa Lekki,Apartment,13000000.0,3.0,3.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0
1 bedroom detached bungalow for rent,Abraham Adesanya'S Estate Lekki,Duplex,800000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Ikate Lekki,Apartment,2500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ilasan Lekki,Apartment,13000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,1,0,0,0,0
2 bedroom house for rent,Abijo Lekki,Apartment,2000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom house for rent,Osapa Lekki,Apartment,9000000.0,4.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Oba Musa Estate Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Opebi Ikeja,Apartment,55000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Chevron Lekki,Apartment,2000000.0,1.0,2.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1
1 bedroom mini flat (room and parlour) for rent,Chevron Lekki,Apartment,3500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
2 bedroom flat / apartment for rent,Osborne Ikoyi,Apartment,13000000.0,2.0,2.0,3.0,1,0,0,0,0,0,0,1,1,0,0,0,1
1 bedroom mini flat (room and parlour) for rent,Lekki Phase 1 Lekki,Apartment,4500000.0,1.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Aguda Surulere,Apartment,4500000.0,3.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Bogije Ibeju Lekki,Apartment,1500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Bogije Ibeju Lekki,Apartment,2500000.0,3.0,3.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Bogije Ibeju Lekki,Duplex,3500000.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom terraced bungalow for rent,Bogije Ibeju Lekki,Duplex,1500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Off Toyin Ikeja,Duplex,35000000.0,5.0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Aguda Surulere,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Aguda Surulere,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Banana Island Ikoyi,Apartment,37000000.0,2.0,1.0,2.0,1,1,1,0,0,0,0,1,1,0,0,1,0
4 bedroom semi-detached duplex for rent,Gra Phase 1 Magodo,Duplex,12000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Abule Egba Agege,Apartment,1800000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
Self contain (single rooms) for rent,Oregun Ikeja,Apartment,3500000.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0
Self contain (single rooms) for rent,Alpha Beach Road Lekki,Apartment,1500000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0
3 bedroom flat / apartment for rent,Abijo Lekki,Apartment,2000000.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Lekki Palm City Ajah,Duplex,13000000.0,4.0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Agungi Lekki,Apartment,3000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Addo Road Ajah,Apartment,2500000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
Self contain (single rooms) for rent,Ikota Lekki,Apartment,2700000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
11 bedroom flat / apartment for rent,Ikota Lekki,Apartment,3000000.0,8.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,15000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,13000000.0,2.0,2.0,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Idado Lekki,Apartment,3500000.0,1.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Abule Egba Agege,Apartment,3000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
2 bedroom flat / apartment for rent,Keffi Ikoyi,Apartment,35000000.0,2.0,2.0,3.0,0,0,0,0,0,0,1,1,0,0,0,0,0
5 bedroom detached duplex for rent,Agungi Lekki,Duplex,18000000.0,5.0,5.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Fola Agoro Yaba,Apartment,2300000.0,1.0,1.0,2.0,0,0,0,0,0,0,1,1,0,0,0,0,0
2 bedroom flat / apartment for rent,Ojodu Berger Ojodu,Apartment,2300000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 bedroom semi-detached duplex for rent,Iyana Ipaja Ipaja,Duplex,10000000.0,4.0,4.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom flat / apartment for rent,Adekunle Yaba,Apartment,5000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0
1 bedroom mini flat (room and parlour) for rent,Addo Road Ajah,Apartment,2000000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom flat / apartment for rent,Ikota Lekki,Apartment,1800000.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0
36 bedroom flat / apartment for rent,Old Ikoyi Ikoyi,Apartment,240000000.0,8.0,8.0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0
2 bedroom flat / apartment for rent,Abijo Lekki,Apartment,3000000.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Adeola Odeku Victoria Island (Vi),Apartment,35000000.0,3.0,3.0,4.0,0,0,1,1,0,0,1,1,0,0,0,0,0
3 bedroom flat / apartment for rent,Ikeja Gra Ikeja,Apartment,10000000.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 bedroom house for rent,Badore Ajah,Apartment,1200000.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0
4 bedroom detached duplex for rent,Orchid Lekki,Duplex,12000000.0,4.0,4.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0
2 bedroom flat / apartment for rent,2Nd Toll Gate Lekki,Apartment,6000000.0,2.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0
5 bedroom detached duplex for rent,Osapa Lekki,Duplex,35000000.0,5.0,5.0,6.0,1,0,0,1,0,0,0,1,0,0,0,0,0
4 bedroom terraced duplex for rent,Adelabu Surulere,Duplex,12000000.0,4.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
5 bedroom detached duplex for rent,Orchid Lekki,Duplex,13000000.0,5.0,5.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 bedroom semi-detached bungalow for rent,Ojuelegba Surulere,Duplex,4000000.0,3.0,4.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3 bedroom terraced duplex for rent,Ikate Lekki,Duplex,13000000.0,3.0,3.0,4.0,0,0,0,1,0,0,1,0,1,0,0,0,0
